Feedstock Source,Production Type,Compute Cost,Plant Type,Hydrogen Phase,Co-produce Steam,Basis of H2 Production Assumptions,activity,flow_source,flows,flow_breakdown,value,unit,direction,type,Source,comment,data location
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,sox,,2.22E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,sox,,1.06E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,sox,,1.21E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,sox,,-0.000363165,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,sox,,2.22E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,,steam co-generated,,-0.556,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,voc,evaporation,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,electricity,voc,,5.24E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,electricity,voc,,1.46E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,electricity,voc,,1.46E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,electricity,voc,,6.97E-08,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,electricity,voc,,1.46E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification,total,voc,,5.24E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,Coal Gasification: Non-Combustion Emissions,total,voc,,2.61E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,Industry data,G.H2 Compression and Precooling,total,voc,,1.46E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification,total,voc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,Coal Gasification: Non-Combustion Emissions,total,voc,,2.61E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,No,H2A Model by NREL,G.H2 Compression and Precooling,total,voc,,1.46E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification,total,voc,,6.97E-08,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Coal Gasification: Non-Combustion Emissions,total,voc,,2.61E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,Production of Displaced Steam,total,voc,,-5.20E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Gas,Yes,Industry data,G.H2 Compression and Precooling,total,voc,,1.46E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,bc,,2.08E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,bc,,2.14E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,bc,,2.77E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,bc,,2.14E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,bc,,-4.62E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,bc,,2.08E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,bc,,2.14E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,bc,,2.14E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,bc,,2.77E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,bc,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,bc,,-1.27E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,bc,,2.14E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,ch4,,9.20E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,ch4,,9.46E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,ch4,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,ch4,,1.22E-06,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,ch4,,9.46E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,ch4,,-0.00011021,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,ch4,combustion,9.20E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,ch4,combustion,3.70E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,ch4,combustion,9.46E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,ch4,combustion,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,ch4,combustion,3.70E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,ch4,combustion,9.46E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,ch4,combustion,1.22E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,ch4,combustion,3.70E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,ch4,combustion,-9.81E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,ch4,combustion,9.46E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,ch4,leakage,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,co,,1.66E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,co,,1.71E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,co,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,co,,2.21E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,co,,1.71E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,co,,-2.45E-05,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,co,,1.66E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,co,,4.80E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,co,,1.71E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,co,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,co,,4.80E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,co,,1.71E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,co,,2.21E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,co,,4.80E-06,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,co,,-1.75E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,co,,1.71E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,co2,,0.000463878,kg/MJ,output,mass,GREET,,MeOH_FTD tab Row 218 and Electric tab B220 and C220
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,co2,,0.047671252,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,co2,,0,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,co2,,0.000616747,kg/MJ,output,mass,GREET,,MeOH_FTD tab Row 218 and Electric tab B220 and C220
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,co2,,0.047671252,kg/MJ,output,mass,GREET,,Hydrogen tab Row 218 and Electric tab B220 and C220
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,co2,,-0.042110539,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,co2,,0.000463879,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,co2,,0.137140852,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,co2,,0.047671351,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,co2,,0,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,co2,,0.166987823,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,co2,,0.047672238,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,co2,,0.000616747,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,co2,,0.154252623,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,co2,,-0.060213941,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,co2,,0.047671252,kg/MJ,output,mass,GREET,,Hydrogen tab Row 237
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,,coal,,1.609225806,MJ/MJ,input,energy,GREET,Primary variable to be passed to midstream stage,Hydrogen tab Row 214
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,,coal,,1.95941078,MJ/MJ,input,energy,GREET,Primary variable to be passed to midstream stage,Hydrogen tab Row 214
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,,coal,,1.80999274,MJ/MJ,input,energy,GREET,Primary variable to be passed to midstream stage,Hydrogen tab Row 214
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,,electricity,,0.00368862,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,,electricity,,0.377916333,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,,electricity,,0.377916333,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,,electricity,,0.004889292,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,,electricity,,0.377916333,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 218
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,,feedstock loss,,0.003054961,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 219
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,,feedstock loss,,0.003054961,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 219
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,,feedstock loss,,0.003054961,MJ/MJ,input,energy,GREET,,Hydrogen tab Row 219
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,Misc. Items,,2.54E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,Misc. Items,,2.54E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,Misc. Items,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,Misc. Items,,2.54E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,n2o,,7.27E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,n2o,,9.66E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,n2o,,-6.47E-07,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,n2o,,7.27E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,n2o,,9.66E-09,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,n2o,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,n2o,,-5.84E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,n2o,,7.47E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,nox,,3.25E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,nox,,3.34E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,electricity,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,electricity,nox,,4.33E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,electricity,nox,,3.34E-05,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Production,steam,nox,,-3.71E-05,kg/MJ,output,mass,GREET,,Hydrogen tab Row 197
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,total,nox,,3.25E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification: Non-combustion emissions,total,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,total,nox,,3.35E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification,total,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,Coal Gasification: Non-combustion emissions,total,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,H2A Model by NREL,G.H2 Liquefaction,total,nox,,3.35E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification,total,nox,,4.33E-07,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Coal Gasification: Non-combustion emissions,total,nox,,0,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,Production of Displaced Steam,total,nox,,-8.81E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,Yes,Industry data,G.H2 Liquefaction,total,nox,,3.34E-05,kg/MJ,output,mass,GREET,,"See ""co2"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,Coal Gasification,electricity,oc,,4.91E-09,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
Coal,From Coal,No,Central Plants,Liquid,No,Industry data,G.H2 Liquefaction,electricity,oc,,5.05E-07,kg/MJ,output,mass,GREET,,"See ""co2 from electricity"" flow"
